FID,cd_recorte,quadro,cd_mun,nm_mun,id
qg_2022_030_munic.2981,03012903904,030,2903904,Bom Jesus da Lapa,2981
qg_2022_030_munic.2982,03012804706,030,2804706,Nossa Senhora de Lourdes,2982
qg_2022_030_munic.2983,03012804805,030,2804805,Nossa Senhora do Socorro,2983
qg_2022_030_munic.2984,03012804904,030,2804904,Pacatuba,2984
qg_2022_030_munic.2985,03012805000,030,2805000,Pedra Mole,2985
qg_2022_030_munic.2986,03012805109,030,2805109,Pedrinhas,2986
qg_2022_030_munic.2987,03012805208,030,2805208,Pinhão,2987
qg_2022_030_munic.2988,03012805307,030,2805307,Pirambu,2988
qg_2022_030_munic.2989,03012805406,030,2805406,Poço Redondo,2989
qg_2022_030_munic.2990,03012805505,030,2805505,Poço Verde,2990
qg_2022_030_munic.2991,03012805604,030,2805604,Porto da Folha,2991
qg_2022_030_munic.2992,03012805703,030,2805703,Propriá,2992
qg_2022_030_munic.2993,03012805802,030,2805802,Riachão do Dantas,2993
qg_2022_030_munic.2994,03012805901,030,2805901,Riachuelo,2994
qg_2022_030_munic.2995,03012806008,030,2806008,Ribeirópolis,2995
qg_2022_030_munic.2996,03012903953,030,2903953,Bom Jesus da Serra,2996
qg_2022_030_munic.2997,03012904001,030,2904001,Boninal,2997
qg_2022_030_munic.2998,03012904050,030,2904050,Bonito,2998
qg_2022_030_munic.2999,03012904100,030,2904100,Boquira,2999
qg_2022_030_munic.3000,03013501004,030,3501004,Altinópolis,3000
qg_2022_030_munic.3001,03013501103,030,3501103,Alto Alegre,3001
qg_2022_030_munic.3002,03013501152,030,3501152,Alumínio,3002
qg_2022_030_munic.3003,03013501202,030,3501202,Álvares Florence,3003
qg_2022_030_munic.3004,03013501301,030,3501301,Álvares Machado,3004
qg_2022_030_munic.3005,03013501400,030,3501400,Álvaro de Carvalho,3005
qg_2022_030_munic.3006,03012806107,030,2806107,Rosário do Catete,3006
qg_2022_030_munic.3007,03012806206,030,2806206,Salgado,3007
qg_2022_030_munic.3008,03012806305,030,2806305,Santa Luzia do Itanhy,3008
qg_2022_030_munic.3009,03012806404,030,2806404,Santana do São Francisco,3009
qg_2022_030_munic.3010,03012806503,030,2806503,Santa Rosa de Lima,3010
qg_2022_030_munic.3011,03012806602,030,2806602,Santo Amaro das Brotas,3011
qg_2022_030_munic.3012,03012806701,030,2806701,São Cristóvão,3012
qg_2022_030_munic.3013,03012806800,030,2806800,São Domingos,3013
qg_2022_030_munic.3014,03012806909,030,2806909,São Francisco,3014
qg_2022_030_munic.3015,03012807006,030,2807006,São Miguel do Aleixo,3015
qg_2022_030_munic.3016,03012807105,030,2807105,Simão Dias,3016
qg_2022_030_munic.3017,03012807600,030,2807600,Umbaúba,3017
qg_2022_030_munic.3018,03012900108,030,2900108,Abaíra,3018
qg_2022_030_munic.3019,03012900207,030,2900207,Abaré,3019
qg_2022_030_munic.3020,03012900306,030,2900306,Acajutiba,3020
qg_2022_030_munic.3021,03012900355,030,2900355,Adustina,3021
qg_2022_030_munic.3022,03012900405,030,2900405,Água Fria,3022
qg_2022_030_munic.3023,03012900504,030,2900504,Érico Cardoso,3023
qg_2022_030_munic.3024,03012900603,030,2900603,Aiquara,3024
qg_2022_030_munic.3025,03012900702,030,2900702,Alagoinhas,3025
qg_2022_030_munic.3026,03012900801,030,2900801,Alcobaça,3026
qg_2022_030_munic.3027,03012900900,030,2900900,Almadina,3027
qg_2022_030_munic.3028,03012901007,030,2901007,Amargosa,3028
qg_2022_030_munic.3029,03012901502,030,2901502,Anguera,3029
qg_2022_030_munic.3030,03012901601,030,2901601,Antas,3030
qg_2022_030_munic.3031,03012901700,030,2901700,Antônio Cardoso,3031
qg_2022_030_munic.3032,03012901809,030,2901809,Antônio Gonçalves,3032
qg_2022_030_munic.3033,03012901908,030,2901908,Aporá,3033
qg_2022_030_munic.3034,03012901957,030,2901957,Apuarema,3034
qg_2022_030_munic.3035,03012902005,030,2902005,Aracatu,3035
qg_2022_030_munic.3036,03012902054,030,2902054,Araçás,3036
qg_2022_030_munic.3037,03012902104,030,2902104,Araci,3037
qg_2022_030_munic.3038,03012905305,030,2905305,Cafarnaum,3038
qg_2022_030_munic.3039,03012905404,030,2905404,Cairu,3039
qg_2022_030_munic.3040,03012905503,030,2905503,Caldeirão Grande,3040
qg_2022_030_munic.3041,03012905602,030,2905602,Camacan,3041
qg_2022_030_munic.3042,03012905701,030,2905701,Camaçari,3042
qg_2022_030_munic.3043,03012905800,030,2905800,Camamu,3043
qg_2022_030_munic.3044,03012905909,030,2905909,Campo Alegre de Lourdes,3044
qg_2022_030_munic.3045,03012906006,030,2906006,Campo Formoso,3045
qg_2022_030_munic.3046,03012906105,030,2906105,Canápolis,3046
qg_2022_030_munic.3047,03012906204,030,2906204,Canarana,3047
qg_2022_030_munic.3048,03012906303,030,2906303,Canavieiras,3048
qg_2022_030_munic.3049,03012906402,030,2906402,Candeal,3049
qg_2022_030_munic.3050,03012906501,030,2906501,Candeias,3050
qg_2022_030_munic.3051,03012906600,030,2906600,Candiba,3051
qg_2022_030_munic.3052,03012906709,030,2906709,Cândido Sales,3052
qg_2022_030_munic.3053,03012906808,030,2906808,Cansanção,3053
qg_2022_030_munic.3054,03012906824,030,2906824,Canudos,3054
qg_2022_030_munic.3055,03012906857,030,2906857,Capela do Alto Alegre,3055
qg_2022_030_munic.3056,03012907608,030,2907608,Central,3056
qg_2022_030_munic.3057,03012907707,030,2907707,Chorrochó,3057
qg_2022_030_munic.3058,03012907806,030,2907806,Cícero Dantas,3058
qg_2022_030_munic.3059,03012907905,030,2907905,Cipó,3059
qg_2022_030_munic.3060,03012908002,030,2908002,Coaraci,3060
qg_2022_030_munic.3061,03012908101,030,2908101,Cocos,3061
qg_2022_030_munic.3062,03012908200,030,2908200,Conceição da Feira,3062
qg_2022_030_munic.3063,03012908309,030,2908309,Conceição do Almeida,3063
qg_2022_030_munic.3064,03012908408,030,2908408,Conceição do Coité,3064
qg_2022_030_munic.3065,03012908507,030,2908507,Conceição do Jacuípe,3065
qg_2022_030_munic.3066,03012910909,030,2910909,Firmino Alves,3066
qg_2022_030_munic.3067,03012911006,030,2911006,Floresta Azul,3067
qg_2022_030_munic.3068,03012911105,030,2911105,Formosa do Rio Preto,3068
qg_2022_030_munic.3069,03012911204,030,2911204,Gandu,3069
qg_2022_030_munic.3070,03012911253,030,2911253,Gavião,3070
qg_2022_030_munic.3071,03012911303,030,2911303,Gentio do Ouro,3071
qg_2022_030_munic.3072,03012911402,030,2911402,Glória,3072
qg_2022_030_munic.3073,03012911501,030,2911501,Gongogi,3073
qg_2022_030_munic.3074,03012911600,030,2911600,Governador Mangabeira,3074
qg_2022_030_munic.3075,03012911659,030,2911659,Guajeru,3075
qg_2022_030_munic.3076,03012911709,030,2911709,Guanambi,3076
qg_2022_030_munic.3077,03012911808,030,2911808,Guaratinga,3077
qg_2022_030_munic.3078,03012911857,030,2911857,Heliópolis,3078
qg_2022_030_munic.3079,03012911907,030,2911907,Iaçu,3079
qg_2022_030_munic.3080,03012912004,030,2912004,Ibiassucê,3080
qg_2022_030_munic.3081,03012912103,030,2912103,Ibicaraí,3081
qg_2022_030_munic.3082,03012912202,030,2912202,Ibicoara,3082
qg_2022_030_munic.3083,03012912301,030,2912301,Ibicuí,3083
qg_2022_030_munic.3084,03012912400,030,2912400,Ibipeba,3084
qg_2022_030_munic.3085,03012912509,030,2912509,Ibipitanga,3085
qg_2022_030_munic.3086,03012912608,030,2912608,Ibiquera,3086
qg_2022_030_munic.3087,03012912707,030,2912707,Ibirapitanga,3087
qg_2022_030_munic.3088,03012912806,030,2912806,Ibirapuã,3088
qg_2022_030_munic.3089,03012912905,030,2912905,Ibirataia,3089
qg_2022_030_munic.3090,03012913002,030,2913002,Ibitiara,3090
qg_2022_030_munic.3091,03012913101,030,2913101,Ibititá,3091
qg_2022_030_munic.3092,03012913200,030,2913200,Ibotirama,3092
qg_2022_030_munic.3093,03012913309,030,2913309,Ichu,3093
qg_2022_030_munic.3094,03012913408,030,2913408,Igaporã,3094
qg_2022_030_munic.3095,03012913457,030,2913457,Igrapiúna,3095
qg_2022_030_munic.3096,03012913507,030,2913507,Iguaí,3096
qg_2022_030_munic.3097,03012913606,030,2913606,Ilhéus,3097
qg_2022_030_munic.3098,03012916104,030,2916104,Itaparica,3098
qg_2022_030_munic.3099,03012916203,030,2916203,Itapé,3099
qg_2022_030_munic.3100,03012916302,030,2916302,Itapebi,3100
qg_2022_030_munic.3101,03012916401,030,2916401,Itapetinga,3101
qg_2022_030_munic.3102,03012916500,030,2916500,Itapicuru,3102
qg_2022_030_munic.3103,03012916609,030,2916609,Itapitanga,3103
qg_2022_030_munic.3104,03012916708,030,2916708,Itaquara,3104
qg_2022_030_munic.3105,03012916807,030,2916807,Itarantim,3105
qg_2022_030_munic.3106,03012916856,030,2916856,Itatim,3106
qg_2022_030_munic.3107,03012916906,030,2916906,Itiruçu,3107
qg_2022_030_munic.3108,03012917003,030,2917003,Itiúba,3108
qg_2022_030_munic.3109,03012917102,030,2917102,Itororó,3109
qg_2022_030_munic.3110,03012917201,030,2917201,Ituaçu,3110
qg_2022_030_munic.3111,03012917300,030,2917300,Ituberá,3111
qg_2022_030_munic.3112,03012917334,030,2917334,Iuiu,3112
qg_2022_030_munic.3113,03012917359,030,2917359,Jaborandi,3113
qg_2022_030_munic.3114,03012917409,030,2917409,Jacaraci,3114
qg_2022_030_munic.3115,03012917508,030,2917508,Jacobina,3115
qg_2022_030_munic.3116,03012917607,030,2917607,Jaguaquara,3116
qg_2022_030_munic.3117,03012917706,030,2917706,Jaguarari,3117
qg_2022_030_munic.3118,03012917805,030,2917805,Jaguaripe,3118
qg_2022_030_munic.3119,03012917904,030,2917904,Jandaíra,3119
qg_2022_030_munic.3120,03012918001,030,2918001,Jequié,3120
qg_2022_030_munic.3121,03012918100,030,2918100,Jeremoabo,3121
qg_2022_030_munic.3122,03012918209,030,2918209,Jiquiriçá,3122
qg_2022_030_munic.3123,03012918308,030,2918308,Jitaúna,3123
qg_2022_030_munic.3124,03012918357,030,2918357,João Dourado,3124
qg_2022_030_munic.3125,03012918407,030,2918407,Juazeiro,3125
qg_2022_030_munic.3126,03012918456,030,2918456,Jucuruçu,3126
qg_2022_030_munic.3127,03012918506,030,2918506,Jussara,3127
qg_2022_030_munic.3128,03012918555,030,2918555,Jussari,3128
qg_2022_030_munic.3129,03012918605,030,2918605,Jussiape,3129
qg_2022_030_munic.3130,03012918704,030,2918704,Lafaiete Coutinho,3130
qg_2022_030_munic.3131,03012918753,030,2918753,Lagoa Real,3131
qg_2022_030_munic.3132,03012918803,030,2918803,Laje,3132
qg_2022_030_munic.3133,03012918902,030,2918902,Lajedão,3133
qg_2022_030_munic.3134,03012919009,030,2919009,Lajedinho,3134
qg_2022_030_munic.3135,03012919058,030,2919058,Lajedo do Tabocal,3135
qg_2022_030_munic.3136,03012919108,030,2919108,Lamarão,3136
qg_2022_030_munic.3137,03012919157,030,2919157,Lapão,3137
qg_2022_030_munic.3138,03012919207,030,2919207,Lauro de Freitas,3138
qg_2022_030_munic.3139,03012919306,030,2919306,Lençóis,3139
qg_2022_030_munic.3140,03012922052,030,2922052,Mulungu do Morro,3140
qg_2022_030_munic.3141,03012922730,030,2922730,Nova Fátima,3141
qg_2022_030_munic.3142,03012922755,030,2922755,Nova Ibiá,3142
qg_2022_030_munic.3143,03012922805,030,2922805,Nova Itarana,3143
qg_2022_030_munic.3144,03012922854,030,2922854,Nova Redenção,3144
qg_2022_030_munic.3145,03012922904,030,2922904,Nova Soure,3145
qg_2022_030_munic.3146,03012923001,030,2923001,Nova Viçosa,3146
qg_2022_030_munic.3147,03012923035,030,2923035,Novo Horizonte,3147
qg_2022_030_munic.3148,03012923050,030,2923050,Novo Triunfo,3148
qg_2022_030_munic.3149,03012923100,030,2923100,Olindina,3149
qg_2022_030_munic.3150,03012923209,030,2923209,Oliveira dos Brejinhos,3150
qg_2022_030_munic.3151,03012923308,030,2923308,Ouriçangas,3151
qg_2022_030_munic.3152,03012923357,030,2923357,Ourolândia,3152
qg_2022_030_munic.3153,03012923407,030,2923407,Palmas de Monte Alto,3153
qg_2022_030_munic.3154,03012923506,030,2923506,Palmeiras,3154
qg_2022_030_munic.3155,03012923605,030,2923605,Paramirim,3155
qg_2022_030_munic.3156,03012923704,030,2923704,Paratinga,3156
qg_2022_030_munic.3157,03012923803,030,2923803,Paripiranga,3157
qg_2022_030_munic.3158,03012923902,030,2923902,Pau Brasil,3158
qg_2022_030_munic.3159,03012927309,030,2927309,Salinas da Margarida,3159
qg_2022_030_munic.3160,03012927408,030,2927408,Salvador,3160
qg_2022_030_munic.3161,03012927507,030,2927507,Santa Bárbara,3161
qg_2022_030_munic.3162,03012927606,030,2927606,Santa Brígida,3162
qg_2022_030_munic.3163,03012927705,030,2927705,Santa Cruz Cabrália,3163
qg_2022_030_munic.3164,03012927804,030,2927804,Santa Cruz da Vitória,3164
qg_2022_030_munic.3165,03012927903,030,2927903,Santa Inês,3165
qg_2022_030_munic.3166,03012928000,030,2928000,Santaluz,3166
qg_2022_030_munic.3167,03012932804,030,2932804,Utinga,3167
qg_2022_030_munic.3168,03012932903,030,2932903,Valença,3168
qg_2022_030_munic.3169,03012933000,030,2933000,Valente,3169
qg_2022_030_munic.3170,03012933059,030,2933059,Várzea da Roça,3170
qg_2022_030_munic.3171,03012933109,030,2933109,Várzea do Poço,3171
qg_2022_030_munic.3172,03014302402,030,4302402,Bom Retiro do Sul,3172
qg_2022_030_munic.3173,03014302451,030,4302451,Boqueirão do Leão,3173
qg_2022_030_munic.3174,03012933158,030,2933158,Várzea Nova,3174
qg_2022_030_munic.3175,03012933174,030,2933174,Varzedo,3175
qg_2022_030_munic.3176,03012933208,030,2933208,Vera Cruz,3176
qg_2022_030_munic.3177,03012933257,030,2933257,Vereda,3177
qg_2022_030_munic.3178,03012933307,030,2933307,Vitória da Conquista,3178
qg_2022_030_munic.3179,03012933406,030,2933406,Wagner,3179
qg_2022_030_munic.3180,03012933455,030,2933455,Wanderley,3180
qg_2022_030_munic.3181,03012933505,030,2933505,Wenceslau Guimarães,3181
qg_2022_030_munic.3182,03012933604,030,2933604,Xique-Xique,3182
qg_2022_030_munic.3183,03013100104,030,3100104,Abadia dos Dourados,3183
qg_2022_030_munic.3184,03013100203,030,3100203,Abaeté,3184
qg_2022_030_munic.3185,03013100302,030,3100302,Abre Campo,3185
qg_2022_030_munic.3186,03013100401,030,3100401,Acaiaca,3186
qg_2022_030_munic.3187,03013100500,030,3100500,Açucena,3187
qg_2022_030_munic.3188,03013100609,030,3100609,Água Boa,3188
qg_2022_030_munic.3189,03013100708,030,3100708,Água Comprida,3189
qg_2022_030_munic.3190,03013100807,030,3100807,Aguanil,3190
qg_2022_030_munic.3191,03013100906,030,3100906,Águas Formosas,3191
qg_2022_030_munic.3192,03013101003,030,3101003,Águas Vermelhas,3192
qg_2022_030_munic.3193,03013101102,030,3101102,Aimorés,3193
qg_2022_030_munic.3194,03013101201,030,3101201,Aiuruoca,3194
qg_2022_030_munic.3195,03013101300,030,3101300,Alagoa,3195
qg_2022_030_munic.3196,03013101409,030,3101409,Albertina,3196
qg_2022_030_munic.3197,03013101508,030,3101508,Além Paraíba,3197
qg_2022_030_munic.3198,03013101607,030,3101607,Alfenas,3198
qg_2022_030_munic.3199,03013101631,030,3101631,Alfredo Vasconcelos,3199
qg_2022_030_munic.3200,03013101706,030,3101706,Almenara,3200
qg_2022_030_munic.3201,03013101805,030,3101805,Alpercata,3201
qg_2022_030_munic.3202,03013101904,030,3101904,Alpinópolis,3202
qg_2022_030_munic.3203,03013102001,030,3102001,Alterosa,3203
qg_2022_030_munic.3204,03013102050,030,3102050,Alto Caparaó,3204
qg_2022_030_munic.3205,03013102100,030,3102100,Alto Rio Doce,3205
qg_2022_030_munic.3206,03013102209,030,3102209,Alvarenga,3206
qg_2022_030_munic.3207,03013102308,030,3102308,Alvinópolis,3207
qg_2022_030_munic.3208,03013102407,030,3102407,Alvorada de Minas,3208
qg_2022_030_munic.3209,03013102506,030,3102506,Amparo do Serra,3209
qg_2022_030_munic.3210,03013102605,030,3102605,Andradas,3210
qg_2022_030_munic.3211,03013102704,030,3102704,Cachoeira de Pajeú,3211
qg_2022_030_munic.3212,03013102803,030,3102803,Andrelândia,3212
qg_2022_030_munic.3213,03013102852,030,3102852,Angelândia,3213
qg_2022_030_munic.3214,03013102902,030,3102902,Antônio Carlos,3214
qg_2022_030_munic.3215,03013103009,030,3103009,Antônio Dias,3215
qg_2022_030_munic.3216,03013103108,030,3103108,Antônio Prado de Minas,3216
qg_2022_030_munic.3217,03013103207,030,3103207,Araçaí,3217
qg_2022_030_munic.3218,03013103306,030,3103306,Aracitaba,3218
qg_2022_030_munic.3219,03013103405,030,3103405,Araçuaí,3219
qg_2022_030_munic.3220,03013103504,030,3103504,Araguari,3220
qg_2022_030_munic.3221,03013103603,030,3103603,Arantina,3221
qg_2022_030_munic.3222,03013103702,030,3103702,Araponga,3222
qg_2022_030_munic.3223,03013103751,030,3103751,Araporã,3223
qg_2022_030_munic.3224,03013157336,030,3157336,Santa Cruz de Minas,3224
qg_2022_030_munic.3225,03013157377,030,3157377,Santa Cruz de Salinas,3225
qg_2022_030_munic.3226,03013157401,030,3157401,Santa Cruz do Escalvado,3226
qg_2022_030_munic.3227,03013157500,030,3157500,Santa Efigênia de Minas,3227
qg_2022_030_munic.3228,03013157609,030,3157609,Santa Fé de Minas,3228
qg_2022_030_munic.3229,03013157658,030,3157658,Santa Helena de Minas,3229
qg_2022_030_munic.3230,03013157708,030,3157708,Santa Juliana,3230
qg_2022_030_munic.3231,03013157807,030,3157807,Santa Luzia,3231
qg_2022_030_munic.3232,03013157906,030,3157906,Santa Margarida,3232
qg_2022_030_munic.3233,03013158003,030,3158003,Santa Maria de Itabira,3233
qg_2022_030_munic.3234,03013158102,030,3158102,Santa Maria do Salto,3234
qg_2022_030_munic.3235,03013158201,030,3158201,Santa Maria do Suaçuí,3235
qg_2022_030_munic.3236,03013158300,030,3158300,Santana da Vargem,3236
qg_2022_030_munic.3237,03013158409,030,3158409,Santana de Cataguases,3237
qg_2022_030_munic.3238,03013158508,030,3158508,Santana de Pirapama,3238
qg_2022_030_munic.3239,03013158607,030,3158607,Santana do Deserto,3239
qg_2022_030_munic.3240,03013158706,030,3158706,Santana do Garambéu,3240
qg_2022_030_munic.3241,03013158805,030,3158805,Santana do Jacaré,3241
qg_2022_030_munic.3242,03013158904,030,3158904,Santana do Manhuaçu,3242
qg_2022_030_munic.3243,03013158953,030,3158953,Santana do Paraíso,3243
qg_2022_030_munic.3244,03013159001,030,3159001,Santana do Riacho,3244
qg_2022_030_munic.3245,03013203304,030,3203304,Mantenópolis,3245
qg_2022_030_munic.3246,03013203320,030,3203320,Marataízes,3246
qg_2022_030_munic.3247,03013203346,030,3203346,Marechal Floriano,3247
qg_2022_030_munic.3248,03013203353,030,3203353,Marilândia,3248
qg_2022_030_munic.3249,03013203403,030,3203403,Mimoso do Sul,3249
qg_2022_030_munic.3250,03013203502,030,3203502,Montanha,3250
qg_2022_030_munic.3251,03013203601,030,3203601,Mucurici,3251
qg_2022_030_munic.3252,03013203700,030,3203700,Muniz Freire,3252
qg_2022_030_munic.3253,03013203809,030,3203809,Muqui,3253
qg_2022_030_munic.3254,03013203908,030,3203908,Nova Venécia,3254
qg_2022_030_munic.3255,03013204005,030,3204005,Pancas,3255
qg_2022_030_munic.3256,03013204054,030,3204054,Pedro Canário,3256
qg_2022_030_munic.3257,03013204104,030,3204104,Pinheiros,3257
qg_2022_030_munic.3258,03013204203,030,3204203,Piúma,3258
qg_2022_030_munic.3259,03013204252,030,3204252,Ponto Belo,3259
qg_2022_030_munic.3260,03013204302,030,3204302,Presidente Kennedy,3260
qg_2022_030_munic.3261,03013204351,030,3204351,Rio Bananal,3261
qg_2022_030_munic.3262,03013204401,030,3204401,Rio Novo do Sul,3262
qg_2022_030_munic.3263,03013204500,030,3204500,Santa Leopoldina,3263
qg_2022_030_munic.3264,03013204559,030,3204559,Santa Maria de Jetibá,3264
qg_2022_030_munic.3265,03013204609,030,3204609,Santa Teresa,3265
qg_2022_030_munic.3266,03013204658,030,3204658,São Domingos do Norte,3266
qg_2022_030_munic.3267,03013204708,030,3204708,São Gabriel da Palha,3267
qg_2022_030_munic.3268,03013204807,030,3204807,São José do Calçado,3268
qg_2022_030_munic.3269,03013204906,030,3204906,São Mateus,3269
qg_2022_030_munic.3270,03013204955,030,3204955,São Roque do Canaã,3270
qg_2022_030_munic.3271,03013205002,030,3205002,Serra,3271
qg_2022_030_munic.3272,03013205010,030,3205010,Sooretama,3272
qg_2022_030_munic.3273,03013205036,030,3205036,Vargem Alta,3273
qg_2022_030_munic.3274,03013205069,030,3205069,Venda Nova do Imigrante,3274
qg_2022_030_munic.3275,03013205101,030,3205101,Viana,3275
qg_2022_030_munic.3276,03013205150,030,3205150,Vila Pavão,3276
qg_2022_030_munic.3277,03013205176,030,3205176,Vila Valério,3277
qg_2022_030_munic.3278,03013205200,030,3205200,Vila Velha,3278
qg_2022_030_munic.3279,03013205309,030,3205309,Vitória,3279
qg_2022_030_munic.3280,03013300100,030,3300100,Angra dos Reis,3280
qg_2022_030_munic.3281,03013300159,030,3300159,Aperibé,3281
qg_2022_030_munic.3282,03013300209,030,3300209,Araruama,3282
qg_2022_030_munic.3283,03013300225,030,3300225,Areal,3283
qg_2022_030_munic.3284,03013300233,030,3300233,Armação dos Búzios,3284
qg_2022_030_munic.3285,03013300258,030,3300258,Arraial do Cabo,3285
qg_2022_030_munic.3286,03013300308,030,3300308,Barra do Piraí,3286
qg_2022_030_munic.3287,03013300407,030,3300407,Barra Mansa,3287
qg_2022_030_munic.3288,03013300456,030,3300456,Belford Roxo,3288
qg_2022_030_munic.3289,03013300506,030,3300506,Bom Jardim,3289
qg_2022_030_munic.3290,03013300605,030,3300605,Bom Jesus do Itabapoana,3290
qg_2022_030_munic.3291,03013300704,030,3300704,Cabo Frio,3291
qg_2022_030_munic.3292,03013300803,030,3300803,Cachoeiras de Macacu,3292
qg_2022_030_munic.3293,03013300902,030,3300902,Cambuci,3293
qg_2022_030_munic.3294,03013300936,030,3300936,Carapebus,3294
qg_2022_030_munic.3295,03013300951,030,3300951,Comendador Levy Gasparian,3295
qg_2022_030_munic.3296,03013301009,030,3301009,Campos dos Goytacazes,3296
qg_2022_030_munic.3297,03013301108,030,3301108,Cantagalo,3297
qg_2022_030_munic.3298,03013301157,030,3301157,Cardoso Moreira,3298
qg_2022_030_munic.3299,03013301876,030,3301876,Iguaba Grande,3299
qg_2022_030_munic.3300,03013301900,030,3301900,Itaboraí,3300
qg_2022_030_munic.3301,03013302007,030,3302007,Itaguaí,3301
qg_2022_030_munic.3302,03013302056,030,3302056,Italva,3302
qg_2022_030_munic.3303,03013302106,030,3302106,Itaocara,3303
qg_2022_030_munic.3304,03013302205,030,3302205,Itaperuna,3304
qg_2022_030_munic.3305,03013302254,030,3302254,Itatiaia,3305
qg_2022_030_munic.3306,03013302270,030,3302270,Japeri,3306
qg_2022_030_munic.3307,03013302304,030,3302304,Laje do Muriaé,3307
qg_2022_030_munic.3308,03013302403,030,3302403,Macaé,3308
qg_2022_030_munic.3309,03013302452,030,3302452,Macuco,3309
qg_2022_030_munic.3310,03013302502,030,3302502,Magé,3310
qg_2022_030_munic.3311,03013302601,030,3302601,Mangaratiba,3311
qg_2022_030_munic.3312,03013302700,030,3302700,Maricá,3312
qg_2022_030_munic.3313,03013302809,030,3302809,Mendes,3313
qg_2022_030_munic.3314,03013302858,030,3302858,Mesquita,3314
qg_2022_030_munic.3315,03013302908,030,3302908,Miguel Pereira,3315
qg_2022_030_munic.3316,03013303005,030,3303005,Miracema,3316
qg_2022_030_munic.3317,03013303104,030,3303104,Natividade,3317
qg_2022_030_munic.3318,03013303203,030,3303203,Nilópolis,3318
qg_2022_030_munic.3319,03013303302,030,3303302,Niterói,3319
qg_2022_030_munic.3320,03013303401,030,3303401,Nova Friburgo,3320
qg_2022_030_munic.3321,03013303500,030,3303500,Nova Iguaçu,3321
qg_2022_030_munic.3322,03013303609,030,3303609,Paracambi,3322
qg_2022_030_munic.3323,03013303708,030,3303708,Paraíba do Sul,3323
qg_2022_030_munic.3324,03013303807,030,3303807,Paraty,3324
qg_2022_030_munic.3325,03013303856,030,3303856,Paty do Alferes,3325
qg_2022_030_munic.3326,03013303906,030,3303906,Petrópolis,3326
qg_2022_030_munic.3327,03013303955,030,3303955,Pinheiral,3327
qg_2022_030_munic.3328,03013304003,030,3304003,Piraí,3328
qg_2022_030_munic.3329,03013304102,030,3304102,Porciúncula,3329
qg_2022_030_munic.3330,03013304110,030,3304110,Porto Real,3330
qg_2022_030_munic.3331,03013304128,030,3304128,Quatis,3331
qg_2022_030_munic.3332,03013304144,030,3304144,Queimados,3332
qg_2022_030_munic.3333,03013304151,030,3304151,Quissamã,3333
qg_2022_030_munic.3334,03013304201,030,3304201,Resende,3334
qg_2022_030_munic.3335,03013304300,030,3304300,Rio Bonito,3335
qg_2022_030_munic.3336,03013304409,030,3304409,Rio Claro,3336
qg_2022_030_munic.3337,03013304508,030,3304508,Rio das Flores,3337
qg_2022_030_munic.3338,03013304524,030,3304524,Rio das Ostras,3338
qg_2022_030_munic.3339,03013304557,030,3304557,Rio de Janeiro,3339
qg_2022_030_munic.3340,03013304607,030,3304607,Santa Maria Madalena,3340
qg_2022_030_munic.3341,03013304706,030,3304706,Santo Antônio de Pádua,3341
qg_2022_030_munic.3342,03013304755,030,3304755,São Francisco de Itabapoana,3342
qg_2022_030_munic.3343,03013304805,030,3304805,São Fidélis,3343
qg_2022_030_munic.3344,03013304904,030,3304904,São Gonçalo,3344
qg_2022_030_munic.3345,03013305000,030,3305000,São João da Barra,3345
qg_2022_030_munic.3346,03013305109,030,3305109,São João de Meriti,3346
qg_2022_030_munic.3347,03013305133,030,3305133,São José de Ubá,3347
qg_2022_030_munic.3348,03013305158,030,3305158,São José do Vale do Rio Preto,3348
qg_2022_030_munic.3349,03013305208,030,3305208,São Pedro da Aldeia,3349
qg_2022_030_munic.3350,03013305307,030,3305307,São Sebastião do Alto,3350
qg_2022_030_munic.3351,03013305406,030,3305406,Sapucaia,3351
qg_2022_030_munic.3352,03013305505,030,3305505,Saquarema,3352
qg_2022_030_munic.3353,03013305554,030,3305554,Seropédica,3353
qg_2022_030_munic.3354,03013305604,030,3305604,Silva Jardim,3354
qg_2022_030_munic.3355,03013305703,030,3305703,Sumidouro,3355
qg_2022_030_munic.3356,03013305752,030,3305752,Tanguá,3356
qg_2022_030_munic.3357,03013305802,030,3305802,Teresópolis,3357
qg_2022_030_munic.3358,03013305901,030,3305901,Trajano de Moraes,3358
qg_2022_030_munic.3359,03013306008,030,3306008,Três Rios,3359
qg_2022_030_munic.3360,03013500501,030,3500501,Águas de Lindóia,3360
qg_2022_030_munic.3361,03013500550,030,3500550,Águas de Santa Bárbara,3361
qg_2022_030_munic.3362,03014302501,030,4302501,Bossoroca,3362
qg_2022_030_munic.3363,03014302584,030,4302584,Bozano,3363
qg_2022_030_munic.3364,03014302600,030,4302600,Braga,3364
qg_2022_030_munic.3365,03013501509,030,3501509,Alvinlândia,3365
qg_2022_030_munic.3366,03013501608,030,3501608,Americana,3366
qg_2022_030_munic.3367,03013501707,030,3501707,Américo Brasiliense,3367
qg_2022_030_munic.3368,03013501806,030,3501806,Américo de Campos,3368
qg_2022_030_munic.3369,03013501905,030,3501905,Amparo,3369
qg_2022_030_munic.3370,03013502002,030,3502002,Analândia,3370
qg_2022_030_munic.3371,03013502101,030,3502101,Andradina,3371
